|dog_x_positions|dog_y_positions
1514|[197.90857475]|[78.17434006]
1515|[197.49312916]|[79.61566063]
1516|[197.07764186]|[81.05696917]
1517|[196.66209751]|[82.49826126]
1518|[196.24649931]|[83.93953782]
1519|[195.83084268]|[85.38079754]
1520|[195.4151116]|[86.82203578]
1521|[194.99638006]|[88.26240514]
1522|[194.57637072]|[89.70240242]
1523|[194.1557931]|[91.14223382]
1524|[193.73493779]|[92.58198408]
1525|[193.31391204]|[94.0216845]
1526|[192.89276334]|[95.46134897]
1527|[194.391993]|[95.41328195]
1528|[195.73274315]|[94.74068323]
1529|[196.92642745]|[93.83232329]
1530|[198.04006437]|[92.82742886]
1531|[199.10544916]|[91.77151445]
1532|[200.14141914]|[90.68672589]
1533|[201.15035129]|[89.57674576]
1534|[202.13620278]|[88.4462163]
1535|[203.10402148]|[87.30021152]
1536|[204.06667888]|[86.14986777]
1537|[205.03241324]|[85.00210597]
1538|[206.01719186]|[83.87064185]
1539|[206.99685912]|[82.73474923]
1540|[207.96274355]|[81.58711371]
1541|[208.93942893]|[80.44865613]
1542|[209.93575179]|[79.32734406]
1543|[210.95354635]|[78.22548461]
1544|[211.99193671]|[77.14301269]
1545|[213.05966399]|[76.08946703]
1546|[214.15689811]|[75.06668784]
1547|[215.27539596]|[74.06720669]
1548|[216.39806745]|[73.07241589]
1549|[217.52826126]|[72.08617964]
1550|[218.66333913]|[71.10556849]
1551|[219.8088831]|[70.1372044]
1552|[220.9725417]|[69.19068517]
1553|[222.1598979]|[68.27406896]
1554|[223.37324918]|[67.39215136]
1555|[224.60723227]|[66.53934086]
1556|[225.83876518]|[65.68299591]
1557|[227.04632669]|[64.79316715]
1558|[228.21718233]|[63.85556539]
1559|[229.34155209]|[62.86269449]
1560|[230.41162191]|[61.81152819]
1561|[231.45215508]|[60.73111589]
1562|[232.49057699]|[59.64867423]
1563|[232.49057699]|[59.64867423]
1564|[233.41828703]|[58.46996559]
1565|[233.41828703]|[58.46996559]
1566|[234.22467352]|[57.20515698]
1567|[234.22467352]|[57.20515698]
1568|[235.13524727]|[56.01316056]
1569|[235.13524727]|[56.01316056]
1570|[235.13524727]|[56.01316056]
1571|[236.21829827]|[54.97537421]
1572|[236.21829827]|[54.97537421]
1573|[237.09565221]|[53.75871893]
1574|[237.09565221]|[53.75871893]
1575|[237.09565221]|[53.75871893]
1576|[237.89562766]|[52.48984569]
1577|[237.89562766]|[52.48984569]
1578|[238.69025634]|[51.21761723]
1579|[238.69025634]|[51.21761723]
1580|[238.69025634]|[51.21761723]
1581|[238.69025634]|[51.21761723]
1582|[238.69025634]|[51.21761723]
1583|[238.69025634]|[51.21761723]
1584|[238.69025634]|[51.21761723]
1585|[238.69025634]|[51.21761723]
1586|[238.69025634]|[51.21761723]
1587|[238.69025634]|[51.21761723]
1588|[238.69025634]|[51.21761723]
1589|[239.37587072]|[49.88347596]
1590|[239.37587072]|[49.88347596]
1591|[239.37587072]|[49.88347596]
1592|[239.37587072]|[49.88347596]
1593|[239.37587072]|[49.88347596]
1594|[239.37587072]|[49.88347596]
1595|[239.37587072]|[49.88347596]
1596|[239.37587072]|[49.88347596]
1597|[239.93780163]|[48.49270868]
1598|[239.93780163]|[48.49270868]
1599|[239.93780163]|[48.49270868]
1600|[239.93780163]|[48.49270868]
1601|[239.93780163]|[48.49270868]
1602|[240.39917909]|[47.06542775]
1603|[240.39917909]|[47.06542775]
1604|[240.84321377]|[45.63265659]
1605|[240.84321377]|[45.63265659]
1606|[241.27154745]|[44.19511345]
1607|[241.27154745]|[44.19511345]
1608|[241.63117496]|[42.73886208]
1609|[241.63117496]|[42.73886208]
1610|[241.63117496]|[42.73886208]
1611|[241.92824135]|[41.26857247]
1612|[241.92824135]|[41.26857247]
1613|[242.1500913]|[39.78506898]
1614|[242.1500913]|[39.78506898]
1615|[242.24448857]|[38.28804221]
1616|[242.24448857]|[38.28804221]
1617|[242.29065173]|[36.78875272]
1618|[242.29065173]|[36.78875272]
1619|[242.29065173]|[36.78875272]
1620|[242.53946025]|[35.30953187]
1621|[242.53946025]|[35.30953187]
1622|[242.78132994]|[33.82916062]
1623|[242.97967115]|[32.34233152]
1624|[242.97967115]|[32.34233152]
1625|[242.97967115]|[32.34233152]
1626|[243.17164762]|[30.85466723]
1627|[243.38054944]|[29.36928512]
1628|[243.51119892]|[27.87498571]
1629|[243.51119892]|[27.87498571]
1630|[243.40343022]|[26.37886208]
1631|[243.40343022]|[26.37886208]
1632|[243.10949215]|[24.90794386]
1633|[243.10949215]|[24.90794386]
1634|[243.10949215]|[24.90794386]
1635|[243.21670732]|[23.41178047]
1636|[242.92808644]|[21.93980969]
1637|[242.92808644]|[21.93980969]
1638|[242.92808644]|[21.93980969]
1639|[242.86901219]|[20.44097339]
1640|[242.86901219]|[20.44097339]
1641|[242.62957561]|[18.96020666]
1642|[242.62957561]|[18.96020666]
1643|[242.62957561]|[18.96020666]
1644|[242.15444927]|[17.53744351]
1645|[241.65869292]|[16.12173675]
1646|[241.65869292]|[16.12173675]
1647|[241.16417429]|[14.70559717]
1648|[241.16417429]|[14.70559717]
1649|[240.55407021]|[13.33527858]
1650|[239.87239227]|[11.99912171]
1651|[239.87239227]|[11.99912171]
1652|[238.92556831]|[10.83571104]
1653|[238.92556831]|[10.83571104]
1654|[238.92556831]|[10.83571104]
1655|[237.96889982]|[9.68038191]
1656|[237.96889982]|[9.68038191]
1657|[236.80386849]|[8.73555282]
1658|[235.68605683]|[7.73530431]
1659|[235.68605683]|[7.73530431]
1660|[234.5647827]|[6.73893875]
1661|[234.5647827]|[6.73893875]
1662|[233.27856026]|[5.96716688]
1663|[231.95317253]|[5.26477996]
1664|[231.95317253]|[5.26477996]
1665|[230.48511954]|[4.95685071]
1666|[229.00100111]|[5.73915259]
1667|[229.00100111]|[5.73915259]
1668|[227.50772427]|[5.59729251]
1669|[227.50772427]|[5.59729251]
1670|[226.08325543]|[5.12730471]
1671|[226.08325543]|[5.12730471]
1672|[224.5909558]|[4.9755094]
1673|[223.10016414]|[5.80955695]
1674|[223.10016414]|[5.80955695]
1675|[221.60354954]|[5.70883579]
1676|[221.60354954]|[5.70883579]
1677|[220.11323912]|[5.87905577]
1678|[220.11323912]|[5.87905577]
1679|[218.64184763]|[6.17061549]
1680|[217.1849467]|[6.52760244]
1681|[217.1849467]|[6.52760244]
1682|[216.03053015]|[7.48537195]
1683|[214.92824073]|[8.50270082]
1684|[214.92824073]|[8.50270082]
1685|[213.76002841]|[9.443594]
1686|[213.76002841]|[9.443594]
1687|[213.15357638]|[10.81553275]
1688|[213.15357638]|[10.81553275]
1689|[213.15357638]|[10.81553275]
1690|[212.9526887]|[12.30201993]
1691|[212.75603857]|[13.78907364]
1692|[212.75603857]|[13.78907364]
1693|[212.89055598]|[15.28302982]
1694|[212.89055598]|[15.28302982]
1695|[212.66482165]|[16.76594721]
1696|[212.66482165]|[16.76594721]
1697|[212.48705012]|[18.25537572]
1698|[212.48705012]|[18.25537572]
1699|[212.97074838]|[19.67524755]
1700|[212.28986805]|[21.01181104]
1701|[212.28986805]|[21.01181104]
1702|[212.28986805]|[21.01181104]
1703|[212.98040339]|[22.34341194]
1704|[212.98040339]|[22.34341194]
1705|[212.88722726]|[23.84051521]
1706|[212.88722726]|[23.84051521]
1707|[211.51031567]|[24.4355904]
1708|[211.51031567]|[24.4355904]
1709|[210.43607413]|[25.48249303]
1710|[210.43607413]|[25.48249303]
1711|[209.37555729]|[26.54329652]
1712|[209.25268569]|[28.03825557]
1713|[209.25268569]|[28.03825557]
1714|[210.1075424]|[29.270822]
1715|[210.1075424]|[29.270822]
1716|[210.53874331]|[30.70750769]
1717|[209.73385684]|[31.9732714]
1718|[209.73385684]|[31.9732714]
1719|[210.63457335]|[33.17273369]
1720|[210.63457335]|[33.17273369]
1721|[211.44818622]|[34.43290593]
1722|[212.12233596]|[35.77287688]
1723|[212.74592455]|[37.13711193]
1724|[212.74592455]|[37.13711193]
1725|[211.36338928]|[37.71900214]
1726|[211.36338928]|[37.71900214]
1727|[209.914415]|[38.10691133]
1728|[208.44284856]|[38.39758679]
1729|[208.44284856]|[38.39758679]
1730|[207.0613533]|[38.98194186]
1731|[205.73852992]|[39.68914643]
1732|[205.73852992]|[39.68914643]
1733|[206.60349499]|[40.91464038]
1734|[207.34537185]|[42.21833464]
1735|[206.59096842]|[43.51482046]
1736|[206.59096842]|[43.51482046]
1737|[206.59096842]|[43.51482046]
1738|[205.48878029]|[44.53225907]
1739|[205.48878029]|[44.53225907]
1740|[204.91644433]|[45.91877685]
1741|[204.91644433]|[45.91877685]
1742|[204.96346561]|[47.41803967]
1743|[204.96346561]|[47.41803967]
1744|[204.52848495]|[48.8535855]
1745|[204.52848495]|[48.8535855]
1746|[204.52848495]|[48.8535855]
1747|[204.73145476]|[50.33978981]
1748|[204.73145476]|[50.33978981]
1749|[204.82758804]|[51.8367061]
1750|[204.82758804]|[51.8367061]
1751|[203.59480357]|[52.69124835]
1752|[203.28921818]|[54.15979101]
1753|[203.28921818]|[54.15979101]
1754|[204.37937203]|[55.19011358]
1755|[204.37937203]|[55.19011358]
1756|[205.16733715]|[56.46647989]
1757|[205.16733715]|[56.46647989]
1758|[205.16733715]|[56.46647989]
1759|[204.91907057]|[57.9457918]
1760|[204.91907057]|[57.9457918]
1761|[205.57531043]|[59.29462435]
1762|[205.18826061]|[60.74382842]
1763|[205.18826061]|[60.74382842]
1764|[205.18826061]|[60.74382842]
1765|[205.18826061]|[60.74382842]
1766|[205.82275558]|[62.10302529]
1767|[205.82275558]|[62.10302529]
1768|[206.09085759]|[63.57887125]
1769|[206.09085759]|[63.57887125]
1770|[205.59469185]|[64.99443459]
1771|[205.59469185]|[64.99443459]
1772|[205.09852243]|[66.40999663]
1773|[204.60235244]|[67.82555848]
1774|[204.60235244]|[67.82555848]
1775|[204.60235244]|[67.82555848]
1776|[204.10616916]|[69.24111567]
1777|[204.10616916]|[69.24111567]
1778|[203.60999123]|[70.65667473]
1779|[203.60999123]|[70.65667473]
1780|[203.11800579]|[72.07369637]
1781|[203.11800579]|[72.07369637]
1782|[202.62601216]|[73.49071517]
1783|[202.62601216]|[73.49071517]
1784|[202.13403685]|[74.90774033]
1785|[202.13403685]|[74.90774033]
1786|[201.64204636]|[76.32476021]
1787|[201.1500538]|[77.74177938]
1788|[201.1500538]|[77.74177938]
1789|[201.1500538]|[77.74177938]
1790|[200.65106727]|[79.15635085]
1791|[200.65106727]|[79.15635085]
1792|[200.65106727]|[79.15635085]
1793|[200.65106727]|[79.15635085]
1794|[200.15207124]|[80.57091897]
1795|[200.15207124]|[80.57091897]
1796|[200.15207124]|[80.57091897]
1797|[200.15207124]|[80.57091897]
1798|[199.65310814]|[81.9854987]
1799|[199.15415038]|[83.40008032]
1800|[199.15415038]|[83.40008032]
1801|[198.65522]|[84.81467159]
1802|[198.65522]|[84.81467159]
1803|[198.16901353]|[86.23368649]
1804|[197.68281634]|[87.65270456]
1805|[197.68281634]|[87.65270456]
1806|[197.68281634]|[87.65270456]
1807|[197.17447625]|[89.06394173]
1808|[196.66615692]|[90.47518638]
1809|[196.66615692]|[90.47518638]
1810|[196.66615692]|[90.47518638]
1811|[196.66615692]|[90.47518638]
1812|[196.15797361]|[91.88648002]
1813|[195.64981809]|[93.29778366]
1814|[195.14168847]|[94.70909662]
1815|[195.14168847]|[94.70909662]
1816|[194.6336121]|[96.12042876]
1817|[194.12073825]|[97.53002459]
1818|[193.60591436]|[98.93890939]
1819|[193.09028998]|[100.34750142]
1820|[192.57434109]|[101.75597461]
1821|[192.05826326]|[103.16440057]
1822|[191.54212515]|[104.57280443]
1823|[191.02596299]|[105.98119949]
1824|[190.50980205]|[107.38959499]
1825|[189.99365077]|[108.79799403]
1826|[189.47750673]|[110.20639572]
1827|[188.95259486]|[111.61155319]
1828|[188.4240831]|[113.01536063]
1829|[187.12762668]|[112.26090669]
1830|[186.27637319]|[111.02584901]
1831|[185.64192678]|[109.66662947]
1832|[185.08053486]|[108.27564452]
1833|[184.58024553]|[106.86153329]
1834|[184.13981298]|[105.42765074]
1835|[183.72359781]|[103.98655222]
1836|[183.28622234]|[102.55173422]
1837|[182.80126548]|[101.13229178]
1838|[182.29805826]|[99.71921624]
1839|[181.81501378]|[98.29912186]
1840|[181.33527584]|[96.87790706]
1841|[180.83642921]|[95.46328625]
1842|[180.30470575]|[94.06069217]
1843|[179.7659828]|[92.6607716]
1844|[179.25953727]|[91.24885343]
1845|[178.81009243]|[89.81777016]
1846|[178.35343485]|[88.38897211]
1847|[177.83931695]|[86.97982954]
1848|[177.83931695]|[86.97982954]
1849|[177.83931695]|[86.97982954]
1850|[177.46607098]|[85.52700903]
1851|[177.15335933]|[84.0599673]
1852|[177.15335933]|[84.0599673]
1853|[177.15335933]|[84.0599673]
1854|[176.73359867]|[82.61989752]
1855|[176.73359867]|[82.61989752]
1856|[176.73359867]|[82.61989752]
1857|[176.73359867]|[82.61989752]
1858|[176.25768016]|[81.19739916]
1859|[175.79817812]|[79.76951335]
1860|[175.79817812]|[79.76951335]
1861|[175.25747553]|[78.37035621]
1862|[175.25747553]|[78.37035621]
1863|[174.56292957]|[77.0408428]
1864|[174.56292957]|[77.0408428]
1865|[173.78372097]|[75.75911196]
1866|[173.78372097]|[75.75911196]
1867|[173.18173968]|[74.38520566]
1868|[172.40056144]|[73.1046743]
1869|[172.40056144]|[73.1046743]
1870|[172.40056144]|[73.1046743]
1871|[171.46884777]|[71.92912777]
1872|[170.58069305]|[70.72033449]
1873|[170.58069305]|[70.72033449]
1874|[170.58069305]|[70.72033449]
1875|[170.02556899]|[69.32683627]
1876|[170.02556899]|[69.32683627]
1877|[170.02556899]|[69.32683627]
1878|[169.49825021]|[67.92258027]
1879|[169.49825021]|[67.92258027]
1880|[168.78508244]|[66.60296225]
1881|[168.0331586]|[65.30503678]
1882|[168.0331586]|[65.30503678]
1883|[168.0331586]|[65.30503678]
1884|[168.0331586]|[65.30503678]
1885|[166.87394989]|[64.35307293]
1886|[165.7149433]|[63.40086301]
1887|[165.7149433]|[63.40086301]
1888|[165.7149433]|[63.40086301]
1889|[165.7149433]|[63.40086301]
1890|[164.5298276]|[62.48135186]
1891|[163.36481316]|[61.53650194]
1892|[163.36481316]|[61.53650194]
1893|[163.36481316]|[61.53650194]
1894|[163.36481316]|[61.53650194]
1895|[162.33419296]|[60.44662946]
1896|[161.27510295]|[59.38440145]
1897|[160.16216789]|[58.37872976]
1898|[160.16216789]|[58.37872976]
1899|[158.91249411]|[57.54908198]
1900|[158.91249411]|[57.54908198]
1901|[158.91249411]|[57.54908198]
1902|[158.91249411]|[57.54908198]
1903|[158.15880808]|[56.25217899]
1904|[158.15880808]|[56.25217899]
1905|[157.02596574]|[55.26898611]
1906|[157.02596574]|[55.26898611]
1907|[155.98712929]|[54.1869423]
1908|[155.98712929]|[54.1869423]
1909|[154.79592699]|[53.27532994]
1910|[153.55597263]|[52.43122498]
1911|[153.55597263]|[52.43122498]
1912|[152.21434734]|[51.76037359]
1913|[150.84312018]|[51.15231431]
1914|[150.84312018]|[51.15231431]
1915|[150.84312018]|[51.15231431]
1916|[149.35947539]|[50.93141136]
1917|[149.35947539]|[50.93141136]
1918|[147.8646299]|[50.80716571]
1919|[146.36866719]|[50.69718597]
1920|[144.86874034]|[50.68237137]
1921|[143.37512862]|[50.82066096]
1922|[143.37512862]|[50.82066096]
1923|[143.37512862]|[50.82066096]
1924|[141.90271151]|[51.10699618]
1925|[140.46178255]|[51.52379799]
1926|[140.46178255]|[51.52379799]
1927|[139.20785109]|[52.34699656]
1928|[139.20785109]|[52.34699656]
1929|[138.04991631]|[53.30050956]
1930|[136.84022785]|[54.18744463]
1931|[135.64397583]|[55.09242039]
1932|[134.51671773]|[56.08201079]
1933|[134.51671773]|[56.08201079]
1934|[134.51671773]|[56.08201079]
1935|[134.42813454]|[57.57939285]
1936|[134.42813454]|[57.57939285]
1937|[134.42813454]|[57.57939285]
1938|[134.1910781]|[59.06054248]
1939|[134.1910781]|[59.06054248]
1940|[134.55518174]|[60.51568115]
1941|[134.55518174]|[60.51568115]
1942|[135.17135537]|[61.88328126]
1943|[135.17135537]|[61.88328126]
1944|[136.51127636]|[62.55753028]
1945|[136.51127636]|[62.55753028]
1946|[137.83653375]|[63.26016308]
1947|[137.83653375]|[63.26016308]
1948|[138.5815458]|[64.56206824]
1949|[138.5815458]|[64.56206824]
1950|[139.33399829]|[65.85968731]
1951|[139.33399829]|[65.85968731]
1952|[139.68247161]|[67.31864802]
1953|[139.68247161]|[67.31864802]
1954|[141.12858062]|[67.71710594]
1955|[142.55697291]|[68.17503112]
1956|[142.55697291]|[68.17503112]
1957|[142.55697291]|[68.17503112]
1958|[142.55697291]|[68.17503112]
1959|[143.32218547]|[69.46516667]
1960|[143.32218547]|[69.46516667]
1961|[144.31139726]|[70.59275703]
1962|[145.25777216]|[71.75653303]
1963|[145.25777216]|[71.75653303]
1964|[145.25777216]|[71.75653303]
1965|[145.6017651]|[73.21655661]
1966|[145.8850723]|[74.68955933]
1967|[145.8850723]|[74.68955933]
1968|[146.44272845]|[76.08204618]
1969|[146.44272845]|[76.08204618]
1970|[146.79272114]|[77.54064315]
1971|[146.49402427]|[79.01060239]
1972|[146.49402427]|[79.01060239]
1973|[146.49402427]|[79.01060239]
1974|[145.57540074]|[80.19640626]
1975|[144.76297501]|[81.45734418]
1976|[144.76297501]|[81.45734418]
1977|[144.31511959]|[82.88892565]
1978|[144.31511959]|[82.88892565]
1979|[143.63905801]|[84.22793302]
1980|[143.07556917]|[85.61806983]
1981|[142.7140408]|[87.07385045]
1982|[142.7140408]|[87.07385045]
1983|[144.19483769]|[87.31310047]
1984|[145.6616822]|[87.62673594]
1985|[147.11523584]|[87.99711655]
1986|[147.11523584]|[87.99711655]
1987|[147.11523584]|[87.99711655]
1988|[148.57812535]|[88.32871009]
1989|[150.05335668]|[88.60017377]
1990|[151.54445154]|[88.76337953]
1991|[151.54445154]|[88.76337953]
1992|[152.94243224]|[89.30711657]
1993|[152.94243224]|[89.30711657]
1994|[154.30699387]|[89.92999019]
1995|[154.52887652]|[91.41348879]
1996|[154.52887652]|[91.41348879]
1997|[153.91447292]|[92.78188501]
1998|[153.25785563]|[94.13053386]
1999|[153.25785563]|[94.13053386]
2000|[153.25785563]|[94.13053386]
2001|[152.93777878]|[95.59598629]
2002|[152.71634258]|[97.07955159]
2003|[152.71634258]|[97.07955159]
2004|[152.71634258]|[97.07955159]
2005|[152.71634258]|[97.07955159]
2006|[152.94677932]|[98.56174554]
2007|[152.94677932]|[98.56174554]
2008|[153.55879489]|[99.93121148]
2009|[153.55879489]|[99.93121148]
2010|[153.67212015]|[101.42692448]
2011|[153.785392]|[102.92264153]
2012|[153.785392]|[102.92264153]
2013|[153.89849553]|[104.41837131]
2014|[154.01155082]|[105.91410475]
2015|[154.1245429]|[107.40984296]
2016|[154.23745099]|[108.90558751]
2017|[154.35025202]|[110.40134014]
2018|[154.46295433]|[111.89710021]
2019|[154.57555601]|[113.39286786]
2020|[154.68804236]|[114.88864418]
2021|[154.80040001]|[116.38443018]
2022|[154.91262967]|[117.88022579]
2023|[155.02470008]|[119.37603334]
2024|[155.136603]|[120.87185343]
2025|[155.24831429]|[122.36768784]
2026|[155.35981839]|[123.86353771]
2027|[155.47109459]|[125.35940455]
2028|[155.58213387]|[126.855289]
2029|[155.69812564]|[128.35079758]
2030|[155.81600165]|[129.84615882]
2031|[157.18201853]|[129.22648319]
2032|[158.17286029]|[128.10032485]
2033|[158.97074584]|[126.83013642]
2034|[159.70139262]|[125.52011532]
2035|[160.41554452]|[124.20102962]
2036|[161.14235919]|[122.88887855]
2037|[161.84752705]|[121.56496833]
2038|[162.56044504]|[120.24521534]
2039|[163.18451715]|[118.88120141]
2040|[163.89107369]|[117.55803179]
2041|[164.64363409]|[116.26047529]
2042|[165.38330275]|[114.95552691]
2043|[166.15130201]|[113.6670483]
2044|[166.83762984]|[112.33327392]
2045|[167.5876792]|[111.03426431]
2046|[168.39001287]|[109.76688091]
2047|[169.15107587]|[108.47429315]
2048|[169.9915286]|[107.23186037]
2049|[170.89968406]|[106.0380205]
2050|[171.78885597]|[104.82997525]
2051|[172.71079957]|[103.64675084]
2052|[173.63536225]|[102.46557183]
2053|[174.5875583]|[101.30655385]
2054|[175.59289887]|[100.19331967]
2055|[176.63618599]|[99.11556646]
2056|[177.71940919]|[98.07795984]
2057|[177.71940919]|[98.07795984]
2058|[178.91262782]|[97.16898828]
2059|[178.91262782]|[97.16898828]
2060|[178.91262782]|[97.16898828]
2061|[180.25025529]|[96.49020057]
2062|[180.25025529]|[96.49020057]
2063|[181.43566266]|[95.57106545]
2064|[181.43566266]|[95.57106545]
2065|[182.64626181]|[94.6853738]
2066|[183.96350664]|[93.96783212]
2067|[183.96350664]|[93.96783212]
2068|[183.96350664]|[93.96783212]
2069|[185.33245508]|[93.35465991]
2070|[185.33245508]|[93.35465991]
2071|[186.684728]|[92.70553899]
2072|[188.06696932]|[92.12295086]
2073|[188.06696932]|[92.12295086]
2074|[189.54794769]|[91.88482685]
2075|[191.0238225]|[91.61688367]
2076|[192.51167146]|[91.4263437]
2077|[192.51167146]|[91.4263437]
2078|[192.51167146]|[91.4263437]
2079|[193.99936245]|[91.61811314]
2080|[193.99936245]|[91.61811314]
2081|[195.45327955]|[91.98706443]
2082|[196.88271852]|[92.44171181]
2083|[196.88271852]|[92.44171181]
2084|[198.27866914]|[92.99063974]
2085|[199.63747038]|[93.62598152]
2086|[199.63747038]|[93.62598152]
2087|[199.07507333]|[95.01656038]
2088|[198.51264153]|[96.40712518]
2089|[199.58996446]|[97.45085661]
2090|[200.99909295]|[97.9650131]
2091|[201.29431814]|[99.43567353]
2092|[201.29431814]|[99.43567353]
2093|[200.67659213]|[100.80257315]
2094|[200.67659213]|[100.80257315]
2095|[200.67659213]|[100.80257315]
2096|[200.67659213]|[100.80257315]
2097|[200.05867163]|[102.16938486]
2098|[200.05867163]|[102.16938486]
2099|[199.44060442]|[103.53613024]
2100|[198.82249311]|[104.90285567]
2101|[198.2043295]|[106.26955745]
2102|[197.58609283]|[107.63622618]
2103|[196.96777101]|[109.00285639]
2104|[196.34934108]|[110.36943768]
2105|[195.73082926]|[111.73598191]
2106|[195.11222182]|[113.10248286]
2107|[194.48384434]|[114.46451874]
2108|[193.85136285]|[115.82465371]
2109|[193.21708375]|[117.18395134]
2110|[192.5819613]|[118.54285511]
2111|[191.94637741]|[119.90154313]
2112|[193.38517281]|[120.32565135]
2113|[194.86238248]|[120.06516796]
2114|[196.27049333]|[119.54823098]
2115|[197.64803191]|[118.95460866]
2116|[198.99655525]|[118.29773363]
2117|[200.335756]|[117.6220552]
2118|[201.64010669]|[116.88133307]
2119|[202.94514364]|[116.14182069]
2120|[204.23900932]|[115.3829323]
2121|[205.53675703]|[114.63070169]
2122|[206.81247788]|[113.84169198]
2123|[208.09883631]|[113.07014679]
2124|[209.39940544]|[112.32280487]
2125|[210.72445801]|[111.6197859]
2126|[212.06516537]|[110.94710188]
2127|[213.42702751]|[110.31834794]
2128|[214.80136047]|[109.71734138]
2129|[216.19347532]|[109.15875722]
2130|[217.64274934]|[108.77196939]
2131|[217.64274934]|[108.77196939]
2132|[219.12781098]|[108.56080144]
2133|[219.12781098]|[108.56080144]
2134|[219.12781098]|[108.56080144]
2135|[219.12781098]|[108.56080144]
2136|[220.55092341]|[108.08672232]
2137|[220.55092341]|[108.08672232]
2138|[221.98276773]|[107.63970794]
2139|[223.43258367]|[107.25495643]
2140|[223.43258367]|[107.25495643]
2141|[224.78813519]|[106.6127103]
2142|[226.17003398]|[106.02931015]
2143|[226.17003398]|[106.02931015]
2144|[227.63033766]|[105.68650825]
2145|[227.63033766]|[105.68650825]
2146|[229.12567699]|[105.56835457]
2147|[229.12567699]|[105.56835457]
2148|[230.62498761]|[105.52288295]
2149|[232.12473116]|[105.550619]
2150|[232.12473116]|[105.550619]
2151|[233.61126345]|[105.75117264]
2152|[235.08484086]|[106.03147532]
2153|[235.08484086]|[106.03147532]
2154|[236.48534363]|[106.56868291]
2155|[236.48534363]|[106.56868291]
2156|[237.87263785]|[107.13913428]
2157|[239.22827733]|[107.78119471]
2158|[239.22827733]|[107.78119471]
2159|[239.22827733]|[107.78119471]
2160|[239.22827733]|[107.78119471]
2161|[240.44540922]|[108.65788734]
2162|[241.61976029]|[109.59110733]
2163|[241.61976029]|[109.59110733]
2164|[242.70059758]|[110.63119903]
2165|[243.62686589]|[111.81104098]
2166|[243.62686589]|[111.81104098]
2167|[244.23579399]|[113.18188253]
2168|[244.23579399]|[113.18188253]
2169|[244.20648147]|[114.6815961]
2170|[244.20648147]|[114.6815961]
2171|[244.50947977]|[116.15067473]
2172|[244.81568228]|[117.61908885]
2173|[245.01673907]|[119.10555317]
2174|[244.1736077]|[120.59732803]
2175|[244.1736077]|[120.59732803]
2176|[244.56307891]|[122.04588323]
2177|[244.56307891]|[122.04588323]
2178|[244.73238477]|[123.53629778]
2179|[245.03933914]|[125.00455491]
2180|[244.03933914]|[125.00455491]
2181|[244.03933914]|[125.00455491]
2182|[242.57912576]|[124.66136854]
2183|[242.57912576]|[124.66136854]
2184|[241.07970847]|[124.70317522]
2185|[241.07970847]|[124.70317522]
2186|[239.90690066]|[125.63833394]
2187|[239.90690066]|[125.63833394]
2188|[238.73409598]|[126.57349659]
2189|[237.56128651]|[127.50865324]
2190|[237.56128651]|[127.50865324]
2191|[236.38846201]|[128.44379103]
2192|[236.38846201]|[128.44379103]
2193|[235.21559831]|[129.37887966]
2194|[235.21559831]|[129.37887966]
2195|[235.21559831]|[129.37887966]
2196|[234.04272249]|[130.31395308]
2197|[234.04272249]|[130.31395308]
2198|[232.86982839]|[131.24900358]
2199|[232.86982839]|[131.24900358]
2200|[231.6968929]|[132.18400216]
2201|[231.6968929]|[132.18400216]
2202|[230.52394703]|[133.11898771]
2203|[230.52394703]|[133.11898771]
2204|[229.35099523]|[134.05396582]
2205|[229.35099523]|[134.05396582]
2206|[228.17803]|[134.98892708]
2207|[228.17803]|[134.98892708]
2208|[227.00500076]|[135.92380804]
2209|[227.00500076]|[135.92380804]
2210|[227.00500076]|[135.92380804]
2211|[225.83185308]|[136.85854037]
2212|[225.83185308]|[136.85854037]
2213|[224.65864746]|[137.79319997]
2214|[224.65864746]|[137.79319997]
2215|[223.48542014]|[138.72783234]
2216|[223.48542014]|[138.72783234]
2217|[222.31210696]|[139.66235691]
2218|[221.13877011]|[140.59685176]
2219|[221.13877011]|[140.59685176]
2220|[219.9653178]|[141.53120164]
2221|[219.9653178]|[141.53120164]
2222|[218.79179054]|[142.46545736]
2223|[217.61824224]|[143.39968667]
2224|[216.44464969]|[144.33386039]
2225|[215.27100492]|[145.26796849]
2226|[215.75095824]|[146.68911057]
2227|[216.80209602]|[147.75920839]
2228|[218.01256918]|[148.64507223]
2229|[218.01256918]|[148.64507223]
2230|[219.21729763]|[149.53873287]
2231|[220.51833597]|[150.28525766]
2232|[220.51833597]|[150.28525766]
2233|[221.8540739]|[150.96775615]
2234|[221.8540739]|[150.96775615]
2235|[223.10373468]|[151.79742351]
2236|[224.322708]|[152.67155396]
2237|[224.322708]|[152.67155396]
2238|[225.53299857]|[153.55766724]
2239|[226.68624741]|[154.51684245]
2240|[226.68624741]|[154.51684245]
2241|[227.69038709]|[155.63115996]
2242|[227.69038709]|[155.63115996]
2243|[228.50048474]|[156.89359483]
2244|[229.24061401]|[158.19828202]
2245|[229.24061401]|[158.19828202]
2246|[229.63151004]|[159.64645338]
2247|[229.63151004]|[159.64645338]
2248|[229.63151004]|[159.64645338]
2249|[229.69512402]|[161.14510386]
2250|[229.75637275]|[162.64385287]
