|dog_x_positions|dog_y_positions
2987|[149.62363892]|[150.67714105]
2988|[149.62363892]|[150.67714105]
2989|[151.11915253]|[150.79306789]
2990|[151.11915253]|[150.79306789]
2991|[152.61276233]|[150.93137832]
2992|[152.61276233]|[150.93137832]
2993|[154.11262443]|[150.91103941]
2994|[154.11262443]|[150.91103941]
2995|[155.59722985]|[150.69668749]
2996|[157.06865712]|[150.40530837]
2997|[158.50814804]|[149.98356685]
2998|[158.50814804]|[149.98356685]
2999|[158.50814804]|[149.98356685]
3000|[159.80953349]|[149.23764735]
3001|[161.06789469]|[148.42123624]
3002|[161.06789469]|[148.42123624]
3003|[162.1683481]|[147.40192162]
3004|[162.1683481]|[147.40192162]
3005|[163.33503665]|[146.45913966]
3006|[164.44778304]|[145.45325921]
3007|[165.4502496]|[144.33743629]
3008|[165.4502496]|[144.33743629]
3009|[166.18685963]|[143.03075895]
3010|[166.81463465]|[141.66844529]
3011|[166.81463465]|[141.66844529]
3012|[166.86459305]|[140.16927747]
3013|[166.86459305]|[140.16927747]
3014|[166.91993135]|[138.67029859]
3015|[166.8721764]|[137.17105896]
3016|[166.8721764]|[137.17105896]
3017|[166.21895334]|[135.82076284]
3018|[166.21895334]|[135.82076284]
3019|[165.02433911]|[134.91362622]
3020|[163.82968175]|[134.0065464]
3021|[163.82968175]|[134.0065464]
3022|[163.82968175]|[134.0065464]
3023|[162.63515338]|[133.09929672]
3024|[161.44045359]|[132.19227279]
3025|[161.44045359]|[132.19227279]
3026|[160.24551648]|[131.28556154]
3027|[160.24551648]|[131.28556154]
3028|[160.24551648]|[131.28556154]
3029|[159.04993565]|[130.37969925]
3030|[159.04993565]|[130.37969925]
3031|[157.85437755]|[129.47380697]
3032|[157.85437755]|[129.47380697]
3033|[156.65969823]|[128.56675607]
3034|[156.65969823]|[128.56675607]
3035|[155.4648063]|[127.65998528]
3036|[155.4648063]|[127.65998528]
3037|[154.27007443]|[126.75300361]
3038|[154.27007443]|[126.75300361]
3039|[153.07589645]|[125.84529277]
3040|[153.07589645]|[125.84529277]
3041|[153.07589645]|[125.84529277]
3042|[153.07589645]|[125.84529277]
3043|[151.88295299]|[124.93596011]
3044|[151.88295299]|[124.93596011]
3045|[150.69020109]|[124.02637619]
3046|[150.69020109]|[124.02637619]
3047|[149.49775819]|[123.11638721]
3048|[149.49775819]|[123.11638721]
3049|[149.49775819]|[123.11638721]
3050|[149.49775819]|[123.11638721]
3051|[148.30820092]|[122.20262931]
3052|[148.30820092]|[122.20262931]
3053|[148.30820092]|[122.20262931]
3054|[147.12119781]|[121.28555591]
3055|[145.93479806]|[120.3677021]
3056|[145.93479806]|[120.3677021]
3057|[144.75120925]|[119.44622637]
3058|[143.56774049]|[118.52459645]
3059|[143.56774049]|[118.52459645]
3060|[142.38481041]|[117.60227523]
3061|[141.20225553]|[116.67947301]
3062|[140.02049675]|[115.75565149]
3063|[138.83925064]|[114.83117455]
3064|[137.6583261]|[113.90628686]
3065|[136.47846189]|[112.98004691]
3066|[135.29936849]|[112.05282592]
3067|[134.12138759]|[111.12419198]
3068|[132.94438239]|[110.19432168]
3069|[131.76816615]|[109.26345362]
3070|[132.57251298]|[107.99734691]
3071|[133.9374838]|[107.37537049]
3072|[135.36105665]|[106.90267575]
3073|[136.80374409]|[106.49200197]
3074|[138.2591214]|[106.12885341]
3075|[139.7155949]|[105.77012653]
3076|[139.7155949]|[105.77012653]
3077|[141.14846804]|[105.32642107]
3078|[142.57622747]|[104.8665265]
3079|[142.57622747]|[104.8665265]
3080|[143.96394222]|[104.29709891]
3081|[143.96394222]|[104.29709891]
3082|[145.27194969]|[103.56285342]
3083|[145.27194969]|[103.56285342]
3084|[146.75121845]|[103.31432986]
3085|[146.75121845]|[103.31432986]
3086|[148.06528943]|[102.59099213]
3087|[148.06528943]|[102.59099213]
3088|[148.06528943]|[102.59099213]
3089|[149.42796886]|[101.96401146]
3090|[149.42796886]|[101.96401146]
3091|[150.75171006]|[101.25852637]
3092|[150.75171006]|[101.25852637]
3093|[150.75171006]|[101.25852637]
3094|[150.75171006]|[101.25852637]
3095|[150.75171006]|[101.25852637]
3096|[152.05018527]|[100.50755223]
3097|[153.33978288]|[99.74143344]
3098|[153.33978288]|[99.74143344]
3099|[154.64219138]|[98.99730168]
3100|[154.64219138]|[98.99730168]
3101|[155.95048152]|[98.26355995]
3102|[155.95048152]|[98.26355995]
3103|[157.23993839]|[97.49720431]
3104|[157.23993839]|[97.49720431]
3105|[158.55995861]|[96.78478124]
3106|[158.55995861]|[96.78478124]
3107|[158.55995861]|[96.78478124]
3108|[159.93876432]|[96.19410806]
3109|[161.31548555]|[95.5985926]
3110|[161.31548555]|[95.5985926]
3111|[162.6960276]|[95.01198911]
3112|[162.6960276]|[95.01198911]
3113|[164.05913907]|[94.3859483]
3114|[165.40516299]|[93.72396672]
3115|[165.40516299]|[93.72396672]
3116|[165.40516299]|[93.72396672]
3117|[166.62886005]|[92.85646138]
3118|[166.62886005]|[92.85646138]
3119|[167.76384091]|[91.87573795]
3120|[167.76384091]|[91.87573795]
3121|[168.71009408]|[90.71186299]
3122|[168.71009408]|[90.71186299]
3123|[169.76860267]|[89.64905559]
3124|[170.86514226]|[88.6255318]
3125|[170.86514226]|[88.6255318]
3126|[170.86514226]|[88.6255318]
3127|[170.86514226]|[88.6255318]
3128|[170.86514226]|[88.6255318]
3129|[172.03442905]|[87.68597425]
3130|[173.16752347]|[86.7030719]
3131|[173.16752347]|[86.7030719]
3132|[174.31471901]|[85.73666494]
3133|[175.4810254]|[84.79341026]
3134|[175.4810254]|[84.79341026]
3135|[176.58729556]|[83.78041158]
3136|[176.58729556]|[83.78041158]
3137|[176.58729556]|[83.78041158]
3138|[176.58729556]|[83.78041158]
3139|[177.69680053]|[82.77095691]
3140|[177.69680053]|[82.77095691]
3141|[178.64748589]|[81.61069946]
3142|[178.64748589]|[81.61069946]
3143|[179.48569864]|[80.36675437]
3144|[179.48569864]|[80.36675437]
3145|[180.64413943]|[79.41385619]
3146|[180.64413943]|[79.41385619]
3147|[181.6767603]|[78.3258791]
3148|[181.6767603]|[78.3258791]
3149|[182.77451185]|[77.30365529]
3150|[182.77451185]|[77.30365529]
3151|[183.57749582]|[76.0366838]
3152|[183.57749582]|[76.0366838]
3153|[184.36366081]|[74.75920793]
3154|[185.16527506]|[73.49136938]
3155|[185.16527506]|[73.49136938]
3156|[185.16527506]|[73.49136938]
3157|[185.82501093]|[72.14424333]
3158|[185.82501093]|[72.14424333]
3159|[186.43363271]|[70.77326575]
3160|[186.43363271]|[70.77326575]
3161|[187.84644818]|[70.26932881]
3162|[187.84644818]|[70.26932881]
3163|[189.13614001]|[69.50336864]
3164|[189.13614001]|[69.50336864]
3165|[189.5269477]|[68.05517343]
3166|[189.92087902]|[66.60782478]
3167|[189.92087902]|[66.60782478]
3168|[191.05287692]|[65.62365978]
3169|[191.64474984]|[64.24536864]
3170|[191.64474984]|[64.24536864]
3171|[192.67368971]|[63.15390965]
3172|[192.67368971]|[63.15390965]
3173|[193.46835913]|[61.88170663]
3174|[193.46835913]|[61.88170663]
3175|[193.95816362]|[60.46392965]
3176|[193.95816362]|[60.46392965]
3177|[194.47759234]|[59.05673606]
3178|[194.89489384]|[57.61595174]
3179|[194.89489384]|[57.61595174]
3180|[194.89489384]|[57.61595174]
3181|[194.89489384]|[57.61595174]
3182|[194.57650704]|[56.1501312]
3183|[194.57650704]|[56.1501312]
3184|[194.00618524]|[54.76278372]
3185|[193.39433691]|[53.39324306]
3186|[193.39433691]|[53.39324306]
3187|[192.73094334]|[52.04791448]
3188|[191.98820752]|[50.7447094]
3189|[191.12095358]|[49.52083416]
3190|[190.08122793]|[48.43964473]
3191|[188.86085988]|[47.56746252]
3192|[188.86085988]|[47.56746252]
3193|[187.50452642]|[46.92686939]
3194|[186.26909687]|[46.07615568]
3195|[186.26909687]|[46.07615568]
3196|[184.94369588]|[45.37379379]
3197|[183.5704528]|[44.77030108]
3198|[182.13665526]|[44.32959186]
3199|[181.07160593]|[45.38584464]
3200|[181.07160593]|[45.38584464]
3201|[179.65079869]|[44.90490101]
3202|[179.65079869]|[44.90490101]
3203|[179.65079869]|[44.90490101]
3204|[179.25743526]|[46.35240411]
3205|[179.04488242]|[47.83726818]
3206|[179.04488242]|[47.83726818]
3207|[178.63366715]|[49.27980136]
3208|[178.08108918]|[50.67431117]
3209|[178.08108918]|[50.67431117]
3210|[178.08108918]|[50.67431117]
3211|[176.7851596]|[51.42966971]
3212|[175.52027368]|[52.23593493]
3213|[175.52027368]|[52.23593493]
3214|[174.15360051]|[51.61770808]
3215|[172.88605101]|[52.41977932]
3216|[171.39444685]|[52.26129585]
3217|[171.39444685]|[52.26129585]
3218|[171.39444685]|[52.26129585]
3219|[170.89969532]|[53.67735409]
3220|[170.89969532]|[53.67735409]
3221|[169.41443026]|[53.46762168]
3222|[167.93431675]|[53.22417965]
3223|[167.93431675]|[53.22417965]
3224|[166.45308226]|[52.98765402]
3225|[165.00220035]|[52.60694195]
3226|[165.00220035]|[52.60694195]
3227|[165.06301553]|[54.10570862]
3228|[165.01509537]|[55.60494297]
3229|[163.90223909]|[56.61070184]
3230|[163.90223909]|[56.61070184]
3231|[163.90223909]|[56.61070184]
3232|[163.90223909]|[56.61070184]
3233|[162.41568634]|[56.81110374]
3234|[162.41568634]|[56.81110374]
3235|[162.41568634]|[56.81110374]
3236|[161.28111213]|[57.79229758]
3237|[161.28111213]|[57.79229758]
3238|[160.31566974]|[58.94030498]
3239|[158.86461376]|[59.32035306]
3240|[158.86461376]|[59.32035306]
3241|[157.37990927]|[59.53401771]
3242|[157.37990927]|[59.53401771]
3243|[155.88058738]|[59.48891941]
3244|[155.88058738]|[59.48891941]
3245|[154.39481833]|[59.28278759]
3246|[154.39481833]|[59.28278759]
3247|[153.276028]|[60.28194134]
3248|[153.276028]|[60.28194134]
3249|[152.91260636]|[61.73725048]
3250|[151.42555984]|[61.93395497]
3251|[151.42555984]|[61.93395497]
3252|[150.24695564]|[61.00611223]
3253|[148.99507229]|[60.17980232]
3254|[148.99507229]|[60.17980232]
3255|[147.74952118]|[59.34397791]
3256|[146.43576359]|[58.62007115]
3257|[146.43576359]|[58.62007115]
3258|[144.9392884]|[58.51729958]
3259|[144.9392884]|[58.51729958]
3260|[145.07450722]|[60.01119243]
3261|[145.13356539]|[61.51002936]
3262|[144.96092938]|[63.00006185]
3263|[144.45865496]|[64.41346922]
3264|[144.45865496]|[64.41346922]
3265|[144.80435794]|[65.87308884]
3266|[144.80435794]|[65.87308884]
3267|[144.69880007]|[67.36937008]
3268|[144.45018098]|[68.84862278]
3269|[144.45018098]|[68.84862278]
3270|[142.95127651]|[68.79130427]
3271|[141.45235468]|[68.73444182]
3272|[139.95338359]|[68.67889309]
3273|[139.95338359]|[68.67889309]
3274|[138.45419444]|[68.62957867]
3275|[136.95492068]|[68.58290761]
3276|[136.95492068]|[68.58290761]
3277|[135.45535467]|[68.54682736]
3278|[133.95573311]|[68.5131351]
3279|[132.45602685]|[68.48345112]
3280|[130.9562356]|[68.45842732]
3281|[129.45635913]|[68.43917631]
3282|[127.9564184]|[68.42584238]
3283|[126.45642915]|[68.42016267]
3284|[124.95643076]|[68.42235484]
3285|[123.45646707]|[68.4327925]
3286|[121.9565705]|[68.45040701]
3287|[120.4567944]|[68.47632332]
3288|[120.81267542]|[69.93349479]
3289|[121.75133596]|[71.1035018]
3290|[122.86576108]|[72.10752203]
3291|[124.05603419]|[73.02034729]
3292|[125.2532073]|[73.92410418]
3293|[126.54882051]|[74.68000525]
3294|[127.81683556]|[75.48134028]
3295|[129.05449706]|[76.32880356]
3296|[130.24503096]|[77.24128865]
3297|[131.40469361]|[78.19269947]
3298|[132.5278308]|[79.18696445]
3299|[133.59867793]|[80.23733886]
3300|[134.83388424]|[81.08837668]
3301|[136.10161013]|[81.8901691]
3302|[136.10161013]|[81.8901691]
3303|[137.23986156]|[82.86709472]
3304|[138.34248941]|[83.88405678]
3305|[138.34248941]|[83.88405678]
3306|[139.32599073]|[85.01663135]
3307|[140.23622849]|[86.20888435]
3308|[140.23622849]|[86.20888435]
3309|[141.18934297]|[87.36714718]
3310|[142.05431894]|[88.59263344]
3311|[142.05431894]|[88.59263344]
3312|[142.70102287]|[89.94606391]
3313|[143.26043257]|[91.33784722]
3314|[143.26043257]|[91.33784722]
3315|[143.31704046]|[92.83677869]
3316|[143.23675548]|[94.33462859]
3317|[143.23675548]|[94.33462859]
3318|[142.68242139]|[95.72844124]
3319|[142.68242139]|[95.72844124]
3320|[141.65879329]|[96.82488345]
3321|[141.65879329]|[96.82488345]
3322|[140.45919259]|[97.7254156]
3323|[140.45919259]|[97.7254156]
3324|[139.76246892]|[99.05378909]
3325|[138.29045859]|[99.3422082]
3326|[138.29045859]|[99.3422082]
3327|[136.8923461]|[98.79881013]
3328|[135.4939562]|[98.25612634]
3329|[134.09507952]|[97.71469858]
3330|[134.09507952]|[97.71469858]
3331|[132.69439156]|[97.17797402]
3332|[131.2931287]|[96.64275221]
3333|[129.89111331]|[96.10950475]
3334|[128.48846782]|[95.57791691]
3335|[127.08492236]|[95.04870983]
3336|[125.6802066]|[94.52261702]
3337|[124.27393192]|[94.00070562]
3338|[122.86610664]|[93.48299144]
3339|[122.53792034]|[94.9466491]
3340|[122.87510364]|[96.40826034]
3341|[123.43954496]|[97.79801068]
3342|[124.05121221]|[99.16763222]
3343|[124.66254138]|[100.5374047]
3344|[125.21564357]|[101.93170667]
3345|[125.21564357]|[101.93170667]
3346|[125.95639792]|[103.23603906]
3347|[126.64021655]|[104.57110163]
3348|[126.64021655]|[104.57110163]
3349|[127.256731]|[105.93854813]
3350|[127.256731]|[105.93854813]
3351|[127.77368907]|[107.34665124]
3352|[128.16180541]|[108.79557005]
3353|[128.16180541]|[108.79557005]
3354|[128.16180541]|[108.79557005]
3355|[128.0997326]|[110.29428515]
3356|[127.94996039]|[111.78678918]
3357|[127.80600592]|[113.27986557]
3358|[127.80600592]|[113.27986557]
3359|[127.37722729]|[114.71727605]
3360|[126.8448127]|[116.11960793]
3361|[126.15130618]|[117.44966384]
3362|[126.15130618]|[117.44966384]
3363|[125.39896348]|[118.74734656]
3364|[124.57925929]|[120.00356511]
3365|[124.57925929]|[120.00356511]
3366|[123.59873075]|[121.13871434]
3367|[122.54593282]|[122.20717891]
3368|[121.47059502]|[123.25295547]
3369|[121.47059502]|[123.25295547]
3370|[120.3303766]|[122.27832633]
3371|[120.3303766]|[122.27832633]
3372|[120.3303766]|[122.27832633]
3373|[119.190154]|[121.30370208]
3374|[118.05009246]|[120.32888944]
3375|[116.91017477]|[119.35390859]
3376|[115.77070224]|[118.37840751]
3377|[115.77070224]|[118.37840751]
3378|[114.63065314]|[117.40358032]
3379|[114.63065314]|[117.40358032]
3380|[114.63065314]|[117.40358032]
3381|[114.63065314]|[117.40358032]
3382|[113.48530456]|[116.43498514]
3383|[112.33884737]|[115.46770239]
3384|[111.1911904]|[114.50184346]
3385|[110.04179226]|[113.53805722]
3386|[108.8905432]|[112.57648268]
3387|[107.73739844]|[111.61718232]
3388|[106.83673131]|[112.81668168]
3389|[106.56838374]|[114.29248302]
3390|[106.55583864]|[115.79243056]
3391|[106.59928981]|[117.29180109]
3392|[106.69173131]|[118.7889499]
3393|[106.74535978]|[120.28799093]
3394|[106.70624369]|[121.78748082]
3395|[106.70624369]|[121.78748082]
3396|[106.31911087]|[123.23666272]
3397|[106.31911087]|[123.23666272]
3398|[105.91311565]|[124.68067376]
3399|[105.91311565]|[124.68067376]
3400|[105.27255486]|[126.03702248]
3401|[104.6195378]|[127.38741825]
3402|[104.6195378]|[127.38741825]
3403|[103.74510973]|[128.60617809]
3404|[102.7913388]|[129.76390043]
3405|[102.7913388]|[129.76390043]
3406|[101.67482453]|[130.76559692]
3407|[100.5641411]|[131.77375482]
3408|[100.5641411]|[131.77375482]
3409|[99.29844594]|[132.57874908]
3410|[97.98552611]|[133.30417413]
3411|[97.98552611]|[133.30417413]
3412|[96.54522753]|[133.72314909]
3413|[96.54522753]|[133.72314909]
3414|[95.7320117]|[132.46272059]
3415|[95.7320117]|[132.46272059]
3416|[94.91854902]|[131.20245138]
3417|[94.91854902]|[131.20245138]
3418|[94.10512892]|[129.94215469]
3419|[93.29129437]|[128.6821256]
3420|[92.47689398]|[127.42246215]
3421|[92.47689398]|[127.42246215]
3422|[92.47689398]|[127.42246215]
3423|[91.66020561]|[126.16428087]
3424|[90.84347144]|[124.90612934]
3425|[90.84347144]|[124.90612934]
3426|[90.02602082]|[123.64844317]
3427|[90.02602082]|[123.64844317]
3428|[90.02602082]|[123.64844317]
3429|[90.02602082]|[123.64844317]
3430|[88.9693142]|[124.71304221]
3431|[87.86685645]|[125.73018866]
3432|[86.6986702]|[126.67111422]
3433|[85.44999878]|[127.50226984]
3434|[84.09979076]|[126.84886468]
3435|[83.08789058]|[125.74158964]
3436|[83.08789058]|[125.74158964]
3437|[83.08789058]|[125.74158964]
3438|[81.92806416]|[126.69280079]
3439|[80.82644437]|[127.71085474]
3440|[80.82644437]|[127.71085474]
3441|[79.57128202]|[128.53217531]
3442|[78.25632332]|[129.25389799]
3443|[78.25632332]|[129.25389799]
3444|[76.77221422]|[129.4716597]
3445|[76.77221422]|[129.4716597]
3446|[76.20691512]|[128.08225806]
3447|[75.64121876]|[126.69301811]
3448|[75.64121876]|[126.69301811]
3449|[75.07359166]|[125.30456592]
3450|[74.50563918]|[123.9162468]
3451|[73.93822071]|[122.52770934]
3452|[73.93822071]|[122.52770934]
3453|[73.93822071]|[122.52770934]
3454|[73.36992471]|[121.13953081]
3455|[72.80159213]|[119.75136724]
3456|[72.80159213]|[119.75136724]
3457|[72.2313609]|[118.36398253]
3458|[71.66096343]|[116.97666615]
3459|[71.66096343]|[116.97666615]
3460|[71.66096343]|[116.97666615]
3461|[71.08790394]|[115.59044726]
3462|[71.08790394]|[115.59044726]
3463|[70.51274042]|[114.20510004]
3464|[69.93716628]|[112.81992336]
3465|[69.36072877]|[111.43510576]
3466|[67.86451824]|[111.32855038]
3467|[67.86451824]|[111.32855038]
3468|[66.57632606]|[112.09702999]
3469|[65.25631663]|[112.80947304]
3470|[64.02512203]|[113.66630433]
3471|[64.02512203]|[113.66630433]
3472|[62.83565095]|[114.58017442]
3473|[62.83565095]|[114.58017442]
3474|[61.69714246]|[115.55680045]
3475|[61.69714246]|[115.55680045]
3476|[60.4043154]|[116.31745689]
3477|[59.06998491]|[117.00270292]
3478|[57.67752093]|[117.56041617]
3479|[57.67752093]|[117.56041617]
3480|[56.18166663]|[117.67186088]
3481|[54.68562677]|[117.78078625]
3482|[54.68562677]|[117.78078625]
3483|[53.24038612]|[117.3791901]
3484|[53.24038612]|[117.3791901]
3485|[51.84537417]|[116.82788106]
3486|[50.48524359]|[116.19539012]
3487|[50.48524359]|[116.19539012]
3488|[49.32859565]|[115.24031654]
3489|[48.14858278]|[114.31426599]
3490|[47.00097373]|[113.34835011]
3491|[45.84876321]|[112.38792784]
3492|[44.77489768]|[111.34063953]
3493|[44.77489768]|[111.34063953]
3494|[44.71957479]|[109.84166009]
3495|[44.71957479]|[109.84166009]
3496|[44.66486097]|[108.34265829]
3497|[44.61082978]|[106.84363173]
3498|[44.61082978]|[106.84363173]
3499|[44.61082978]|[106.84363173]
3500|[44.56413415]|[105.34435873]
3501|[44.5185201]|[103.84505244]
3502|[44.47458123]|[102.34569612]
3503|[44.47458123]|[102.34569612]
3504|[44.43935221]|[100.84610987]
3505|[44.43935221]|[100.84610987]
3506|[44.4118549]|[99.34636192]
3507|[44.38683657]|[97.84657058]
3508|[44.36565333]|[96.34672016]
3509|[44.3496667]|[94.84680535]
3510|[44.33998295]|[93.34683661]
3511|[44.33686354]|[91.84683986]
3512|[44.34009897]|[90.34684335]
3513|[44.35136499]|[88.84688565]
3514|[44.37182267]|[87.34702517]
3515|[44.40156406]|[85.84732005]
3516|[44.44285886]|[84.34788857]
3517|[44.49535288]|[82.8488074]
3518|[44.56000202]|[81.35020121]
3519|[44.63741692]|[79.85220024]
3520|[44.72814319]|[78.3549465]
3521|[44.83408888]|[76.85869268]
3522|[44.95681401]|[75.36372159]
3523|[45.09631508]|[73.87022253]
3524|[45.25529006]|[72.37867067]
3525|[46.6295143]|[72.9799258]
3526|[47.63736536]|[74.09088765]
3527|[48.41052051]|[75.37627908]
3528|[49.09857496]|[76.70916357]
3529|[49.74618676]|[78.06215985]
3530|[50.34943664]|[79.43550962]
3531|[50.98565683]|[80.7938998]
3532|[51.63578846]|[82.14568708]
3533|[52.18737457]|[83.54058951]
3534|[52.7117547]|[84.9459455]
3535|[53.2058316]|[86.36223926]
3536|[53.70353919]|[87.77726122]
3537|[54.4070797]|[89.10203696]
3538|[54.98132517]|[90.48776498]
3539|[55.58497667]|[91.86093827]
3540|[56.3663221]|[93.14136761]
3541|[57.19486332]|[94.39177533]
3542|[58.02903717]|[95.63843245]
3543|[58.85851533]|[96.88821883]
3544|[59.70176262]|[98.12875661]
3545|[60.56416882]|[99.35605265]
3546|[61.44018516]|[100.57367137]
3547|[62.31934807]|[101.78902013]
3548|[63.1910086]|[103.00976085]
3549|[64.08357823]|[104.21529785]
3550|[65.02010553]|[105.38701309]
3551|[65.97437041]|[106.54432832]
3552|[66.93069997]|[107.69993802]
3553|[67.91594183]|[108.83099879]
3554|[68.95218841]|[109.91552312]
3555|[69.87077128]|[111.10135849]
3556|[69.87077128]|[111.10135849]
3557|[69.87077128]|[111.10135849]
3558|[70.79689822]|[112.28131141]
3559|[70.79689822]|[112.28131141]
3560|[71.15768939]|[113.73727492]
3561|[71.15768939]|[113.73727492]
3562|[71.73546813]|[115.12153346]
3563|[71.73546813]|[115.12153346]
3564|[72.40442616]|[116.46410382]
3565|[73.13663063]|[117.77325492]
3566|[73.98110916]|[119.01295489]
3567|[74.95674386]|[120.15231301]
3568|[74.95674386]|[120.15231301]
3569|[76.24895016]|[120.91402351]
3570|[77.60093691]|[121.56374024]
3571|[77.60093691]|[121.56374024]
3572|[78.98073479]|[122.15209201]
3573|[78.98073479]|[122.15209201]
3574|[80.43252217]|[122.52933649]
3575|[80.43252217]|[122.52933649]
3576|[80.43252217]|[122.52933649]
3577|[80.43252217]|[122.52933649]
3578|[81.92997535]|[122.61670906]
3579|[81.92997535]|[122.61670906]
3580|[83.41908402]|[122.43627798]
3581|[84.89519287]|[122.16962714]
3582|[86.36958359]|[121.8936344]
3583|[87.82821476]|[121.54378428]
3584|[89.28790117]|[121.19836337]
3585|[89.28790117]|[121.19836337]
3586|[90.75662203]|[120.89363558]
3587|[90.75662203]|[120.89363558]
3588|[92.14848789]|[120.33443129]
3589|[93.50138519]|[119.68661273]
3590|[93.50138519]|[119.68661273]
3591|[94.70173032]|[118.78707309]
3592|[95.82795464]|[117.79630632]
3593|[95.82795464]|[117.79630632]
3594|[96.50890664]|[116.45977934]
3595|[97.06697971]|[115.06745953]
3596|[97.06697971]|[115.06745953]
3597|[97.48944057]|[113.62817956]
3598|[97.48944057]|[113.62817956]
3599|[97.82827462]|[112.16695012]
3600|[98.0906972]|[110.69008371]
3601|[98.0906972]|[110.69008371]
3602|[97.72489067]|[109.2353722]
3603|[97.72489067]|[109.2353722]
3604|[96.28074159]|[108.82986827]
3605|[94.86151807]|[108.34427112]
3606|[93.49639743]|[107.7226236]
3607|[92.13858233]|[107.08517701]
3608|[92.13858233]|[107.08517701]
3609|[92.13858233]|[107.08517701]
3610|[92.13858233]|[107.08517701]
3611|[91.13054778]|[105.97438164]
3612|[91.13054778]|[105.97438164]
3613|[90.37792034]|[104.67686404]
3614|[90.37792034]|[104.67686404]
3615|[89.62408858]|[103.38004575]
3616|[89.62408858]|[103.38004575]
3617|[89.62408858]|[103.38004575]
3618|[88.86908568]|[102.08390894]
3619|[88.1134543]|[100.78813843]
3620|[88.1134543]|[100.78813843]
3621|[87.35634383]|[99.49323159]
3622|[86.59823449]|[98.19890928]
3623|[86.59823449]|[98.19890928]
3624|[86.59823449]|[98.19890928]
3625|[85.83840925]|[96.90559354]
3626|[85.83840925]|[96.90559354]
3627|[85.07777162]|[95.61275543]
3628|[84.31725932]|[94.31984358]
3629|[84.31725932]|[94.31984358]
3630|[83.55992391]|[93.02506828]
3631|[82.80233857]|[91.7304392]
3632|[82.80233857]|[91.7304392]
3633|[82.04748488]|[90.43421549]
3634|[81.29356854]|[89.13744637]
3635|[80.54114824]|[87.83980863]
3636|[80.54114824]|[87.83980863]
3637|[79.79638416]|[86.5377616]
3638|[79.05362171]|[85.23457169]
3639|[78.31403024]|[83.92957957]
3640|[77.5787711]|[82.62214161]
3641|[76.8480398]|[81.31216766]
3642|[76.12181399]|[79.99969058]
3643|[75.40042382]|[78.68454944]
3644|[74.68516615]|[77.36606301]
3645|[73.97632493]|[76.04411591]
3646|[73.27459089]|[74.7183824]
3647|[72.58145617]|[73.38813271]
3648|[71.89663409]|[72.05358457]
3649|[71.22029251]|[70.71471861]
3650|[70.55266678]|[69.37148524]
3651|[72.04347706]|[69.2057001]
3652|[73.47493006]|[69.65396598]
3653|[74.80871289]|[70.3402774]
3654|[76.08833578]|[71.12294288]
3655|[77.35226345]|[71.93070946]
3656|[78.64679668]|[72.68845857]
3657|[79.95200472]|[73.42766894]
3658|[81.26193424]|[74.1584799]
3659|[82.58725367]|[74.86099567]
3660|[83.93224139]|[75.52508002]
3661|[85.27829262]|[76.18700607]
3662|[86.63362135]|[76.82972221]
3663|[87.99456091]|[77.46047058]
3664|[89.36253923]|[78.07580407]
3665|[90.73123635]|[78.68953709]
3666|[92.09502856]|[79.31409357]
3667|[93.44411315]|[79.96981513]
3668|[94.778127]|[80.65567741]
3669|[96.12115438]|[81.32371741]
3670|[97.48583822]|[81.94632324]
3671|[98.85819012]|[82.55183977]
3672|[100.23753005]|[83.14126437]
3673|[101.6236584]|[83.71454282]
3674|[103.02633907]|[84.24603783]
3675|[103.02633907]|[84.24603783]
3676|[103.02633907]|[84.24603783]
3677|[103.02633907]|[84.24603783]
3678|[104.18311704]|[85.20095392]
3679|[105.37273517]|[86.11463257]
3680|[106.62231117]|[86.94442762]
3681|[106.62231117]|[86.94442762]
3682|[107.96946158]|[87.60411374]
3683|[107.96946158]|[87.60411374]
3684|[109.41059276]|[88.02021581]
3685|[109.41059276]|[88.02021581]
3686|[109.41059276]|[88.02021581]
3687|[110.86066427]|[88.40400301]
3688|[110.86066427]|[88.40400301]
3689|[112.3505673]|[88.57775272]
3690|[113.84674023]|[88.68483473]
3691|[115.34387915]|[88.77743631]
3692|[116.83828031]|[88.90691668]
3693|[118.33531052]|[89.0012595]
3694|[119.83523099]|[88.98581341]
3695|[121.32378231]|[88.80084052]
3696|[121.32378231]|[88.80084052]
3697|[122.76352435]|[88.3799571]
3698|[124.16437851]|[87.84366649]
3699|[124.16437851]|[87.84366649]
3700|[125.29964279]|[86.86327116]
3701|[126.35282936]|[85.79518967]
3702|[126.35282936]|[85.79518967]
3703|[127.01929936]|[84.45138249]
3704|[127.59426227]|[83.065952]
3705|[127.59426227]|[83.065952]
3706|[127.69421697]|[81.56928602]
3707|[127.69757159]|[80.06928977]
3708|[127.69757159]|[80.06928977]
3709|[127.37065057]|[78.60534898]
3710|[126.94665151]|[77.1665214]
3711|[126.94665151]|[77.1665214]
3712|[126.11126126]|[75.92067906]
3713|[125.23532289]|[74.70300424]
3714|[125.23532289]|[74.70300424]
3715|[123.73752279]|[74.78421316]
3716|[122.24055694]|[74.68885476]
3717|[122.24055694]|[74.68885476]
3718|[121.88942064]|[73.23053268]
3719|[121.88942064]|[73.23053268]
3720|[122.27381544]|[71.78062211]
3721|[122.54912403]|[70.30610349]
3722|[122.54912403]|[70.30610349]
